"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"교육/체험","마포구","[마포구립서강도서관] 독서동아리_2024년 북돋움","2024-04-03~2024-07-24","마포구립서강도서관  3층 Book C","마포구청","누구나","","","","","https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=8410","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c1b175061ba74c9a9b8042a6bba82501&thumb=Y","2024-04-06","기관","2024-04-03 00:00:00.0","2024-07-24 00:00:00.0","기타","126.932061794829","37.5477347268018","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146040&menuNo=200011"
"교육/체험","광진구","[서울상상나라] 시나몬 가랜드","2024-04-03~2024-05-31","서울상상나라 3층 문화놀이 전시실","서울상상나라","6세 이상 어린이와 보호자 1인","무료","","","","https://www.seoulchildrensmuseum.org/education/educationList.do","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d17d157b1774ed291ee9ce31b8dc8e3&thumb=Y","2024-03-29","기관","2024-04-03 00:00:00.0","2024-05-31 00:00:00.0","기타","127.077569","37.550550","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145857&menuNo=200011"
"전시/미술","마포구","[서울생활문화센터 서교] 굿페이터 전시회 [다시, 봄]","2024-04-03~2024-05-24","서울생활문화센터 서교 로비(서교라운지) 서교동 효성해링턴타워 지하1층, 합정역 3번 출구 앞","서울생활문화센터-서교","전체관람가","","","","","https://seogyocenter.or.kr/programall/?idx=416","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35a47210b4144dc3ad4b4d2ce8122254&thumb=Y","2024-03-28","기관","2024-04-03 00:00:00.0","2024-05-24 00:00:00.0","기타","126.916493990351","37.5508138163956","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145842&menuNo=200009"
"전시/미술","성북구","부드러운, 비명: Soft S cream","2024-04-03~2024-04-14","아텔 내부 공간","기타","누구나","","","","","https://artel-official-site.webflow.io/exhibitions/budeureoun-bimyeong","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=96924761207a4459bfe655b8e6b95590&thumb=Y","2024-03-26","시민","2024-04-03 00:00:00.0","2024-04-14 00:00:00.0","기타","127.020899246809","37.5926264060614","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145804&menuNo=200009"
"교육/체험","","[서울대공원] 2024 식물원 지구여행","2024-04-03~2024-04-12","서울대공원 식물원, 식물표본전시관","서울대공원","개인, 가족 등 회차별 선착순 15명","","","","","https://grandpark.seoul.go.kr/edu/program/view/ko/S001005001002.do?seq=285&pageIndex=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5518e45a2d334d04be376f7dcab079ec&thumb=Y","2024-03-25","기관","2024-04-03 00:00:00.0","2024-04-12 00:00:00.0","기타","127.014098361931","37.4364305503019","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145788&menuNo=200011"
"콘서트","종로구","[2024 Theatre 이문세] - 서울","2024-04-03~2024-04-06","세종대극장","세종문화회관","만 7세 이상 관람가능","R석 170,000원  / S석  150,000원  / A석 130,000원 / 붉은노을(B) 90,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34920","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=517f4886ef904fd789eb5051e6ca82d5&thumb=Y","2024-02-02","기관","2024-04-03 00:00:00.0","2024-04-06 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145091&menuNo=200008"
"교육/체험","종로구","[2024 상반기 세종예술아카데미 정규강좌] 렉처 스테이지","2024-04-03~2024-04-06","세종예술아카데미 서클홀","세종문화회관","관심있는 누구나","210,000원","","","","https://academy.sejongpac.or.kr/academy/singl/academyProgram/view.do?courseCd=CS102103240380000021&menuNo=800003&searchYear=2024&pageIndex=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=582798e19cb24e3fb0f3e9db90772d25&thumb=Y","2024-02-19","기관","2024-04-03 00:00:00.0","2024-04-06 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145281&menuNo=200011"
"기타","송파구","[서울책보고] 책보고 쌀롱(4월) : 문구","2024-04-03~2024-04-03","서울책보고","서울책보고","사전신청자","무료","정수연 작가","시민 커뮤니티","","https://www.seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f33e03e444d24a8fae91458d7dd05721&thumb=Y","2024-03-14","기관","2024-04-03 00:00:00.0","2024-04-03 00:00:00.0","문화가 있는 날","127.1038467712633","37.52202784263066","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145628&menuNo=200013"
"교육/체험","구로구","[궁동어린이도서관] 2024년 인문학특강 [식물 컬러링과 함께 듣는 봄꽃 이야기]","2024-04-03~2024-04-03","궁동어린이도서관 3층 프로그램실","구로구청","성인 누구","","아피스토(신주현)작가","봄에 만나는 봄꽃의 특징과 식생 이야기를 들으면서 컬러링을 하여 각자의 작품을 만들어 봅니다.","","https://lib.guro.go.kr/#/libprg/culture-lecture/detail/3658","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa6074835da045589b1900abd3dddf72&thumb=Y","2024-03-03","기관","2024-04-03 00:00:00.0","2024-04-03 00:00:00.0","기타","126.829261480683","37.5022113574885","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145449&menuNo=200011"
"클래식","강동구","[강동문화재단] 마티네 콘서트 [낭만드림] 4월, 바로크를 담아","2024-04-03~2024-04-03","강동아트센터 소극장 드림","강동문화재단","8세 이상 관람가","전석 20,000원","","","","https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=2064&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=29d5c4220b944f9c8595bcdc9c5ac1c2&thumb=Y","2024-02-20","기관","2024-04-03 00:00:00.0","2024-04-03 00:00:00.0","기타","127.157342546961","37.5512204558342","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145317&menuNo=200008"
"무용","마포구","2024 제6회 서울 탭댄스 페스티벌 탭댄스 콘서트 [the ‘TONE’]","2024-04-03~2024-04-03","마포아트센터 플레이맥","마포문화재단"," 8세이상관람가능[미취학아동입장불가]","전석 30,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2318&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=60442bf7f603471aa80203186f94921b&thumb=Y","2024-02-23","기관","2024-04-03 00:00:00.0","2024-04-03 00:00:00.0","기타","126.945533810385","37.5499060881738","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145380&menuNo=200008"
"교육/체험","노원구","[서울시립과학관] 2024 과학테마교실","2024-04-02~2024-12-13","서울시립과학관 1~4교육실","서울시립과학관","중~고등학교 단체(10~20명)","1강좌 당 25만원 * 전시실 관람요금 포함, 공문 발송 인원 기준","","","","https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=723","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=52dd5602d2e049479178c40740ba5a91&thumb=Y","2024-02-08","기관","2024-04-02 00:00:00.0","2024-12-13 00:00:00.0","어린이/청소년 문화행사","127.07743706477","37.6419941138165","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145185&menuNo=200011"
"전시/미술","서초구","[미래한강본부] 한강공원 조각작품 순환전시","2024-04-02~2024-11-30","10개 한강공원(뚝섬한강공원 제외)","서울시청","누구나","무료","","","","http://k-sculpture.com/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77fadfec21ca4b119ff9c8f2912bbfaf&thumb=Y","2024-03-30","기관","2024-04-02 00:00:00.0","2024-11-30 00:00:00.0","기타","126.995269636407","37.5097694752014","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145865&menuNo=200009"
"교육/체험","광진구","[서울상상나라] 흙으로 그린 그림","2024-04-02~2024-08-29","서울상상나라 2층 행복정원","서울상상나라","6세 이상 어린이(보호자 1인 참여)","무료","","","","https://www.seoulchildrensmuseum.org/education/educationList.do?Classification=9","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=46ba618cdf2a4cee9e524d97b461c63c&thumb=Y","2024-05-07","기관","2024-04-02 00:00:00.0","2024-08-29 00:00:00.0","어린이/청소년 문화행사","127.077569","37.550550","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146644&menuNo=200011"
"교육/체험","송파구","2024 한성백제박물관 청소년 대상 [명탐정 백제박사]","2024-04-02~2024-07-12","한성백제박물관 전시실","한성백제박물관","청소년","","","","","https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21851&strsearch=&d_s_que=&cpage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac777fe4a7404ab9947314cbd6f92eda&thumb=Y","2024-03-18","기관","2024-04-02 00:00:00.0","2024-07-12 00:00:00.0","어린이/청소년 문화행사","127.12088940368128","37.51543881335773","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145686&menuNo=200011"
"교육/체험","도봉구","마을극장 흰고무신 연극 정기강좌 프로그램 [연극 놀이 배우기]","2024-04-02~2024-07-02","마을극장 흰고무신","도봉문화재단","도봉구 내 지역 아동 및 어린이","","","","","https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=1025&searchkey=NAME&search_gb=&gubun=05&search_gb2=&gubun2=&searchType=title&searchtxt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=37727d993840455387a9a413a5b99864&thumb=Y","2024-03-05","기관","2024-04-02 00:00:00.0","2024-07-02 00:00:00.0","어린이/청소년 문화행사","127.031542795166","37.6681272209585","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145493&menuNo=200011"
"교육/체험","종로구","[2024 상반기 세종예술아카데미 정규강좌] 연극을 읽다","2024-04-02~2024-06-18","세종예술아카데미 서클홀","세종문화회관","관심있는 누구나","420,000원","","","","https://academy.sejongpac.or.kr/academy/singl/academyProgram/view.do?courseCd=CS102103240380000011&menuNo=800003&searchYear=2024&pageIndex=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4dcb68a30194db68e43acf2c459483f&thumb=Y","2024-02-19","기관","2024-04-02 00:00:00.0","2024-06-18 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145280&menuNo=200011"
"교육/체험","종로구","2024 운현궁 예절교실","2024-04-02~2024-06-07","운현궁 이로당","운현궁","상세내용 참고","유아, 초등부 15,000원 / 중등, 고등부 18,000원 / 성인 20,000원","","","","https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1331&bsort=&bfsort=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=824ffe11f4b9430c9b6e28d425b99460&thumb=Y","2024-01-26","기관","2024-04-02 00:00:00.0","2024-06-07 00:00:00.0","기타","126.98708335796199","37.57607864675475","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144971&menuNo=200011"
"전시/미술","종로구","[종로문화재단] 삼청공원 숲속도서관 [생태도서 전시]","2024-04-02~2024-05-31","삼청공원 숲속도서관","종로문화재단","누구나","","","","","https://www.jfac.or.kr/site/main/program/perf_exhi_list_view?pgIdx=2203","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e2a0178dcb274ea2b029a45d8876e443&thumb=Y","2024-04-11","기관","2024-04-02 00:00:00.0","2024-05-31 00:00:00.0","기타","126.984086790682","37.5879786940055","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146177&menuNo=200009"
"전시/미술","종로구","Swarnaloka X 돈의문박물관마을 미디어아트 전시 [Story on the Earth : Conservation 展]","2024-04-02~2024-05-31","돈의문박물관마을 미디어파사드","돈의문박물관마을","전체관람가","","","","","https://dmvillage.info/news/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=19094997&t=board","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e228a2ffa774ee68ab4277a2a504277&thumb=Y","2024-04-04","기관","2024-04-02 00:00:00.0","2024-05-31 00:00:00.0","기타","126.96852312550762","37.56882394907892","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145991&menuNo=200009"
"교육/체험","종로구","[2024 상반기 세종예술아카데미 정규강좌] 해설과 함께하는 비욘드 라이브 시어터","2024-04-02~2024-05-28","세종예술아카데미 서클홀","세종문화회관","관심있는 누구나","150,000원","","","","https://academy.sejongpac.or.kr/academy/singl/academyProgram/view.do?courseCd=CS102103240380000019&menuNo=800003&searchYear=2024&pageIndex=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=85efba80b5a842d99e54690a5bf6e8da&thumb=Y","2024-02-19","기관","2024-04-02 00:00:00.0","2024-05-28 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145278&menuNo=200011"
"교육/체험","서초구","[서초구립반포도서관] 2024년 지역인문거점 [반포시민강좌] 1회","2024-04-02~2024-05-24","온라인 Zoom","서초문화재단","성인, 청소년","무료","","","","https://www.seocholib.or.kr/Cultural/CulturalList","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1d7e266f41747178c802cf461b0d268&thumb=Y","2024-04-05","기관","2024-04-02 00:00:00.0","2024-05-24 00:00:00.0","기타","127.01251344236","37.5024870733134","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145996&menuNo=200011"
"교육/체험","종로구","2024년 서울시민대학 1학기 1차 학습자 모집","2024-04-02~2024-05-22","서울시민대학 중부권캠퍼스 / 동남권캠퍼스 / 모두의학교 캠퍼스","서울시청","시민 누구나","무료~1만원(프로그램별 상이)","","","","https://sll.seoul.go.kr/lms/front/boardItem/doViewBoardItem.do?board_no=58&boarditem_no=608144&mnid=201511591553","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=557647931b2a46f3a9ad9f27e43c0212&thumb=Y","2024-03-12","기관","2024-04-02 00:00:00.0","2024-05-22 00:00:00.0","기타","126.966204176024","37.5702217430549","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145588&menuNo=200011"
"교육/체험","송파구","[한성백제박물관] 2024년 상반기 박물관대학 아시아의 바다와 교류사","2024-04-02~2024-05-21","한성백제박물관  한성백제홀","한성백제박물관","성인","무료","","","","https://baekjemuseum.seoul.go.kr/board/index.jsp?mmode=content&mpid=SBM0501000000&pid=21834","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=007e59b6ec7f44eeabf4327517290966&thumb=Y","2024-03-11","기관","2024-04-02 00:00:00.0","2024-05-21 00:00:00.0","기타","127.12088940368128","37.51543881335773","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145570&menuNo=200011"
"교육/체험","중랑구","[중랑문화재단] 2024 창의융합 유아동 예술프로그램 [말랑말랑, 중랑]","2024-04-02~2024-04-30","중랑아트센터 프로그램실","중랑문화재단","어린이","3만원","","중랑문화재단의 새로운 프로그램! '말랑말랑, 중랑'의 참여자를 모집합니다~  '말랑말랑, 중랑'은 중랑문화재단의 '창의융합 유아동 예술교육프로그램'입니다. 감각적으로 상상하면서 표현력과 창의력을 키울 수 있습니다.  창의적으로 융합된 예술놀이+예술교육을 만나보세요!","","https://booking.naver.com/booking/12/bizes/1068683","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ec3a0ccc5a247ac812b85d31b4c2d93&thumb=Y","2024-03-12","시민","2024-04-02 00:00:00.0","2024-04-30 00:00:00.0","어린이/청소년 문화행사","127.091624142481","37.5983328190955","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145610&menuNo=200011"
"교육/체험","종로구","[서울역사박물관] 세뮤 틴즈(SEMU TEENS)  접속하라 조선시대 한양","2024-04-02~2024-04-30","서울역사박물관","서울역사박물관","청소년","무료","","","","https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=&sso=ok","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c71d2d08b7b74b0e940888df20f575db&thumb=Y","2024-03-08","기관","2024-04-02 00:00:00.0","2024-04-30 00:00:00.0","어린이/청소년 문화행사","126.97052372473162","37.570507525011855","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145544&menuNo=200011"
"교육/체험","중랑구","[중랑문화재단] 2024 중랑아트센터 [나대기 예술아카데미] 4월","2024-04-02~2024-04-30","중랑아트센터 내 강의실","중랑문화재단","관내 지역 주민 (※ 프로그램 별 상이)","상세페이지 참고","","","","https://www.jnac.or.kr/mbbs/index.php?board_id=notice&cate=&find=&search=&ltype=&page=&md=read&no=149","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9681588a59694c1abfbab654439a8423&thumb=Y","2024-03-21","기관","2024-04-02 00:00:00.0","2024-04-30 00:00:00.0","기타","127.091624142481","37.5983328190955","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145761&menuNo=200011"
"전시/미술","송파구","[케이움갤러리] 도망쳐! Far Away from Spring (GIG 기획전)","2024-04-02~2024-04-30","케이움 갤러리 B1/2F ","송파구청","누구나","","","","","https://blog.naver.com/kumgallery/223400121173","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fee988f874e94e2c8646f1523c15b7b6&thumb=Y","2024-03-30","시민","2024-04-02 00:00:00.0","2024-04-30 00:00:00.0","기타","127.124457773685","37.4890025871301","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145867&menuNo=200009"
"교육/체험","중랑구","[중랑문화재단] 옹기테마체험관 2024년 4월 프로그램","2024-04-02~2024-04-30","옹기테마체험관 옹기체험장, 공예체험장, 한지체험장","중랑문화재단","누구나","프로그램마다 상이","","","","http://old.jnfac.or.kr/exhibition/program_list.html?gubun=4","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=00589156c38641eda5787e59d392759d&thumb=Y","2024-03-11","기관","2024-04-02 00:00:00.0","2024-04-30 00:00:00.0","기타","127.088519359108","37.6126537169803","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145564&menuNo=200011"
"전시/미술","종로구","[세종문화회관] 여덟 번째 비범한 유랑 展","2024-04-02~2024-04-28","세종문화회관 세종이야기 전시장","세종문화회관","누구나","","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=35137&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eada30f01d5948e491449fa45c5e2d02&thumb=Y","2024-04-02","기관","2024-04-02 00:00:00.0","2024-04-28 00:00:00.0","기타","126.9760053","37.5726241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145902&menuNo=200009"
"전시/미술","성동구","[성동문화재단] 색채의 거장, [모네&클림트]의 레플리카 체험전","2024-04-02~2024-04-27","왕십리 갤러리허브, 성수아뜰리에","성동문화재단","누구나","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1017&page=1&p_kind=&s_idx=&s_keyword=#none","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc11141ebac74545a754d1bf39b16f3c&thumb=Y","2024-04-03","기관","2024-04-02 00:00:00.0","2024-04-27 00:00:00.0","기타","127.038394194396","37.5614417528647","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145933&menuNo=200009"
"교육/체험","도봉구","[도봉문화재단] 예술과 문화가 만나는 공간 [도봉톡톡극장]","2024-04-02~2024-04-25","도봉구민회관 3층 소공연장","도봉문화재단","도봉구민 누구나","","","","","https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=1041&searchkey=NAME&search_gb=&gubun=01&search_gb2=All&gubun2=&searchType=title&searchtxt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44d67cdaeeba4aef81ccb4d81a8f04d9&thumb=Y","2024-04-03","기관","2024-04-02 00:00:00.0","2024-04-25 00:00:00.0","기타","127.03844201600822","37.654197803510066","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145944&menuNo=200011"
"교육/체험","은평구","[구립증산정보도서관] 4월 테마전시체험전 [테마로 즐기는 도서관] - 엄마는 모를걸?","2024-04-02~2024-04-24","1층 로비 및 가족열람실","은평구청","유아","","","","","https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1927&listname=normal","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=73f4aca0e9b947e9bc42981972abecd6&thumb=Y","2024-04-01","기관","2024-04-02 00:00:00.0","2024-04-24 00:00:00.0","어린이/청소년 문화행사","126.907671330325","37.5828094398328","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145887&menuNo=200011"
"영화","중구","[시민청] 2024 화요시네마 4월 상영작","2024-04-02~2024-04-23","시민청 지하2층 바스락홀","시민청","영화 별 상이","","","","","https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2765","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35a9d98f2c8646edb2c3d577a5da1bcd&thumb=Y","2024-03-19","기관","2024-04-02 00:00:00.0","2024-04-23 00:00:00.0","기타","126.97867495087418","37.566634997636804","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145714&menuNo=200013"
"교육/체험","성북구","[돌곶이생활예술문화센터] 치앙마이식 바느질로 수선하고 옷 짓기","2024-04-02~2024-04-23","돌곶이생활예술문화센터 2층 (성북구 화랑로32길 100-1)","성북문화재단","관심있는 누구나","재료비 40,000원","","","","https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=25103&menuNo=500144","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c38759575dad4c9e836c24b8202f4e5e&thumb=Y","2024-03-22","기관","2024-04-02 00:00:00.0","2024-04-23 00:00:00.0","기타","127.058753014404","37.6062694103854","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145772&menuNo=200011"
"교육/체험","마포구","[서울생활문화센터 서교] 실전 라이브사운드 엔지니어링 과정 [누렁이감독의 사운드어택] 시즌2 ","2024-04-02~2024-04-23","서울생활문화센터 서교 공연장 및 강의실","서울생활문화센터-서교","청년(만 39세 이하)","무료","","알찬 음향 강좌를 현장 실습과 함께 들을 수 있는 시간   2024. 4.2.~4.23  매주 화요일, 오후 1시~오후 4시 30분  장소 : 서울생활문화센터 서교 공연장 및 강의실   ","","https://www.seogyocenter.or.kr/noti/?bmode=view&idx=18562941&back_url&t=board&page&fbclid=IwAR0T_pQ5O7MM_v8tRh8X848qPdHYoI16T-6EwBkde8X-L_-AqFwFn6o6nMA","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b8024f4dfc5481c9200f6a39b9d92cb&thumb=Y","2024-03-20","기관","2024-04-02 00:00:00.0","2024-04-23 00:00:00.0","기타","126.916493990351","37.5508138163956","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145727&menuNo=200011"
"전시/미술","서초구","The Solo Exhibition by Kyungjoo Hyun [봄 같은 너]","2024-04-02~2024-04-15","Ns Gallery Cafe(앤스갤러리카페)","기타","누구나","","","","","http://artnet.kr/p/solo-exhibitions/718","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=499e884433404f649f4c4f83e6312015&thumb=Y","2024-04-09","시민","2024-04-02 00:00:00.0","2024-04-15 00:00:00.0","기타","126.983812071512","37.4735252580813","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146115&menuNo=200009"
"전시/미술","종로구","[운현궁] 2024 기획전시 [행복으로의 초대]","2024-04-02~2024-04-07","운현궁 기획전시실","운현궁","전체관람가","","","","","https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1377&bsort=&bfsort=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1b5e48b8bffb4371bde4e56d731610ba&thumb=Y","2024-04-02","기관","2024-04-02 00:00:00.0","2024-04-07 00:00:00.0","기타","126.98708335796199","37.57607864675475","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145897&menuNo=200009"
"교육/체험","종로구","2024 서울시향 마스터클래스 시리즈: 트럼펫 미로슬라브 페트코프","2024-04-02~2024-04-02","서울시향 5층 대연습실(세종문화회관 예술동 가동 5층)","서울시립교향악단","국내 트럼펫 전공자 및 연주자","","","","","https://www.seoulphil.or.kr/spo/notice/detail?langCd=ko&menuFlag=MFLG0001&postNo=8918","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c8d2b77dbce46738cc5940771b7a153&thumb=Y","2024-03-18","기관","2024-04-02 00:00:00.0","2024-04-02 00:00:00.0","기타","126.976168275947","37.5718478584908","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145695&menuNo=200011"
"영화","서초구","[서초문화재단] 심산 영화관 [타이타닉]","2024-04-02~2024-04-02","반포심산아트홀","서초문화재단","15세이상","무료","","","","https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=659","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=231fb008294841c38165222f17387ac4&thumb=Y","2024-03-06","기관","2024-04-02 00:00:00.0","2024-04-02 00:00:00.0","기타","126.9912424758","37.4988344628","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145501&menuNo=200013"
"클래식","종로구","영미성악연구회 96회 정기연주회","2024-04-02~2024-04-02","세종체임버홀","세종문화회관","만 7세 이상","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=35094","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca66a5d701ea4e369a560ebae8419cd9&thumb=Y","2024-04-02","기관","2024-04-02 00:00:00.0","2024-04-02 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145898&menuNo=200008"
"교육/체험","","[서울대공원] 2024 곰두리 동물교실","2024-04-01~2024-10-28","서울대공원","서울대공원","초등학교 특수학급","","","","","https://grandpark.seoul.go.kr/edu/program/view/ko/S001005001002.do?seq=278&pageIndex=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c2fb91c8b0e42a5bd14c53f4c643212&thumb=Y","2024-03-08","기관","2024-04-01 00:00:00.0","2024-10-28 00:00:00.0","어린이/청소년 문화행사","127.014098361931","37.4364305503019","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145557&menuNo=200011"
